Rainfall - (MM), Year, Statistics, Country, ISO3
122.741, 2010, Dec Average, Sao Tome and Principe, STP
157.058, 2011, Jan Average, Sao Tome and Principe, STP
182.405, 2011, Feb Average, Sao Tome and Principe, STP
188.229, 2011, Mar Average, Sao Tome and Principe, STP
154.268, 2011, Apr Average, Sao Tome and Principe, STP
20.6188, 2011, May Average, Sao Tome and Principe, STP
7.24024, 2011, Jun Average, Sao Tome and Principe, STP
1.67537, 2011, Jul Average, Sao Tome and Principe, STP
18.5052, 2011, Aug Average, Sao Tome and Principe, STP
162.644, 2011, Sep Average, Sao Tome and Principe, STP
608.244, 2011, Oct Average, Sao Tome and Principe, STP
271.614, 2011, Nov Average, Sao Tome and Principe, STP
99.8618, 2011, Dec Average, Sao Tome and Principe, STP
157.058, 2012, Jan Average, Sao Tome and Principe, STP
206.607, 2012, Feb Average, Sao Tome and Principe, STP
202.609, 2012, Mar Average, Sao Tome and Principe, STP
144.097, 2012, Apr Average, Sao Tome and Principe, STP
147.842, 2012, May Average, Sao Tome and Principe, STP
186.813, 2012, Jun Average, Sao Tome and Principe, STP
51.2462, 2012, Jul Average, Sao Tome and Principe, STP
559.504, 2012, Aug Average, Sao Tome and Principe, STP
310.091, 2012, Sep Average, Sao Tome and Principe, STP
497.853, 2012, Oct Average, Sao Tome and Principe, STP
190.005, 2012, Nov Average, Sao Tome and Principe, STP
185.135, 2012, Dec Average, Sao Tome and Principe, STP
161.531, 2013, Jan Average, Sao Tome and Principe, STP
134.297, 2013, Feb Average, Sao Tome and Principe, STP
340.552, 2013, Mar Average, Sao Tome and Principe, STP
125.233, 2013, Apr Average, Sao Tome and Principe, STP
179.854, 2013, May Average, Sao Tome and Principe, STP
36.8627, 2013, Jun Average, Sao Tome and Principe, STP
49.2297, 2013, Jul Average, Sao Tome and Principe, STP
83.6889, 2013, Aug Average, Sao Tome and Principe, STP
43.0067, 2013, Sep Average, Sao Tome and Principe, STP
333.233, 2013, Oct Average, Sao Tome and Principe, STP
227.195, 2013, Nov Average, Sao Tome and Principe, STP
260.087, 2013, Dec Average, Sao Tome and Principe, STP
165.492, 2014, Jan Average, Sao Tome and Principe, STP
85.4711, 2014, Feb Average, Sao Tome and Principe, STP
208.907, 2014, Mar Average, Sao Tome and Principe, STP
197.34, 2014, Apr Average, Sao Tome and Principe, STP
232.29, 2014, May Average, Sao Tome and Principe, STP
93.2564, 2014, Jun Average, Sao Tome and Principe, STP
24.293, 2014, Jul Average, Sao Tome and Principe, STP
57.7396, 2014, Aug Average, Sao Tome and Principe, STP
126.502, 2014, Sep Average, Sao Tome and Principe, STP
193.451, 2014, Oct Average, Sao Tome and Principe, STP
271.614, 2014, Nov Average, Sao Tome and Principe, STP
247.94, 2014, Dec Average, Sao Tome and Principe, STP
132.836, 2015, Jan Average, Sao Tome and Principe, STP
174.038, 2015, Feb Average, Sao Tome and Principe, STP
168.154, 2015, Mar Average, Sao Tome and Principe, STP
225.29, 2015, Apr Average, Sao Tome and Principe, STP
200.221, 2015, May Average, Sao Tome and Principe, STP
99.687, 2015, Jun Average, Sao Tome and Principe, STP
49.0893, 2015, Jul Average, Sao Tome and Principe, STP
39.4932, 2015, Aug Average, Sao Tome and Principe, STP
38.6053, 2015, Sep Average, Sao Tome and Principe, STP
114.17, 2015, Oct Average, Sao Tome and Principe, STP
216.192, 2015, Nov Average, Sao Tome and Principe, STP
194.684, 2015, Dec Average, Sao Tome and Principe, STP
195.231, 2016, Jan Average, Sao Tome and Principe, STP
118.839, 2016, Feb Average, Sao Tome and Principe, STP
234.731, 2016, Mar Average, Sao Tome and Principe, STP
234.73, 2016, Apr Average, Sao Tome and Principe, STP
175.49, 2016, May Average, Sao Tome and Principe, STP
101.603, 2016, Jun Average, Sao Tome and Principe, STP
50.1527, 2016, Jul Average, Sao Tome and Principe, STP
83.6889, 2016, Aug Average, Sao Tome and Principe, STP
158.15, 2016, Sep Average, Sao Tome and Principe, STP
97.5772, 2016, Oct Average, Sao Tome and Principe, STP
266.118, 2016, Nov Average, Sao Tome and Principe, STP
140.596, 2016, Dec Average, Sao Tome and Principe, STP
12.7551, 1991, Jan Average, Saudi Arabia, SAU
4.49186, 1991, Feb Average, Saudi Arabia, SAU
17.5128, 1991, Mar Average, Saudi Arabia, SAU
7.39449, 1991, Apr Average, Saudi Arabia, SAU
3.6264, 1991, May Average, Saudi Arabia, SAU
1.88067, 1991, Jun Average, Saudi Arabia, SAU
3.22605, 1991, Jul Average, Saudi Arabia, SAU
2.63802, 1991, Aug Average, Saudi Arabia, SAU
1.07846, 1991, Sep Average, Saudi Arabia, SAU
5.4747, 1991, Oct Average, Saudi Arabia, SAU
4.91322, 1991, Nov Average, Saudi Arabia, SAU
4.58778, 1991, Dec Average, Saudi Arabia, SAU
11.1389, 1992, Jan Average, Saudi Arabia, SAU
5.94625, 1992, Feb Average, Saudi Arabia, SAU
11.1907, 1992, Mar Average, Saudi Arabia, SAU
9.88477, 1992, Apr Average, Saudi Arabia, SAU
7.64338, 1992, May Average, Saudi Arabia, SAU
2.99941, 1992, Jun Average, Saudi Arabia, SAU
3.03505, 1992, Jul Average, Saudi Arabia, SAU
3.74244, 1992, Aug Average, Saudi Arabia, SAU
0.97866, 1992, Sep Average, Saudi Arabia, SAU
4.85989, 1992, Oct Average, Saudi Arabia, SAU
9.04922, 1992, Nov Average, Saudi Arabia, SAU
9.58374, 1992, Dec Average, Saudi Arabia, SAU
14.2446, 1993, Jan Average, Saudi Arabia, SAU
12.2381, 1993, Feb Average, Saudi Arabia, SAU
16.1633, 1993, Mar Average, Saudi Arabia, SAU
27.9052, 1993, Apr Average, Saudi Arabia, SAU
30.9562, 1993, May Average, Saudi Arabia, SAU
1.66752, 1993, Jun Average, Saudi Arabia, SAU
2.95299, 1993, Jul Average, Saudi Arabia, SAU
2.66683, 1993, Aug Average, Saudi Arabia, SAU
0.9741, 1993, Sep Average, Saudi Arabia, SAU
3.36949, 1993, Oct Average, Saudi Arabia, SAU
2.79161, 1993, Nov Average, Saudi Arabia, SAU
3.42642, 1993, Dec Average, Saudi Arabia, SAU
3.50117, 1994, Jan Average, Saudi Arabia, SAU
1.86533, 1994, Feb Average, Saudi Arabia, SAU
9.3169, 1994, Mar Average, Saudi Arabia, SAU
7.83607, 1994, Apr Average, Saudi Arabia, SAU
14.8736, 1994, May Average, Saudi Arabia, SAU
1.70449, 1994, Jun Average, Saudi Arabia, SAU
3.79437, 1994, Jul Average, Saudi Arabia, SAU
3.24936, 1994, Aug Average, Saudi Arabia, SAU
1.11431, 1994, Sep Average, Saudi Arabia, SAU
2.93251, 1994, Oct Average, Saudi Arabia, SAU
7.08107, 1994, Nov Average, Saudi Arabia, SAU
5.97942, 1994, Dec Average, Saudi Arabia, SAU
3.24265, 1995, Jan Average, Saudi Arabia, SAU
8.7942, 1995, Feb Average, Saudi Arabia, SAU
28.489, 1995, Mar Average, Saudi Arabia, SAU
18.4933, 1995, Apr Average, Saudi Arabia, SAU
3.98944, 1995, May Average, Saudi Arabia, SAU
1.65186, 1995, Jun Average, Saudi Arabia, SAU
3.66523, 1995, Jul Average, Saudi Arabia, SAU
2.93007, 1995, Aug Average, Saudi Arabia, SAU
0.57756, 1995, Sep Average, Saudi Arabia, SAU
0.97217, 1995, Oct Average, Saudi Arabia, SAU
5.25651, 1995, Nov Average, Saudi Arabia, SAU
16.1281, 1995, Dec Average, Saudi Arabia, SAU
13.4371, 1996, Jan Average, Saudi Arabia, SAU
5.19262, 1996, Feb Average, Saudi Arabia, SAU
20.8735, 1996, Mar Average, Saudi Arabia, SAU
12.2011, 1996, Apr Average, Saudi Arabia, SAU
8.12944, 1996, May Average, Saudi Arabia, SAU
3.83213, 1996, Jun Average, Saudi Arabia, SAU
6.31299, 1996, Jul Average, Saudi Arabia, SAU
6.66299, 1996, Aug Average, Saudi Arabia, SAU
0.90874, 1996, Sep Average, Saudi Arabia, SAU
0.84847, 1996, Oct Average, Saudi Arabia, SAU
9.44826, 1996, Nov Average, Saudi Arabia, SAU
2.4193, 1996, Dec Average, Saudi Arabia, SAU
11.2026, 1997, Jan Average, Saudi Arabia, SAU
1.8611, 1997, Feb Average, Saudi Arabia, SAU
22.188, 1997, Mar Average, Saudi Arabia, SAU
8.55395, 1997, Apr Average, Saudi Arabia, SAU
7.56259, 1997, May Average, Saudi Arabia, SAU
2.46729, 1997, Jun Average, Saudi Arabia, SAU
2.80401, 1997, Jul Average, Saudi Arabia, SAU
2.81806, 1997, Aug Average, Saudi Arabia, SAU
0.91317, 1997, Sep Average, Saudi Arabia, SAU
4.97715, 1997, Oct Average, Saudi Arabia, SAU
17.2924, 1997, Nov Average, Saudi Arabia, SAU
5.01596, 1997, Dec Average, Saudi Arabia, SAU
12.9, 1998, Jan Average, Saudi Arabia, SAU
3.0525, 1998, Feb Average, Saudi Arabia, SAU
12.9536, 1998, Mar Average, Saudi Arabia, SAU
19.8007, 1998, Apr Average, Saudi Arabia, SAU
11.9116, 1998, May Average, Saudi Arabia, SAU
1.67247, 1998, Jun Average, Saudi Arabia, SAU
3.42244, 1998, Jul Average, Saudi Arabia, SAU
6.63492, 1998, Aug Average, Saudi Arabia, SAU
0.97994, 1998, Sep Average, Saudi Arabia, SAU
0.78351, 1998, Oct Average, Saudi Arabia, SAU
2.06744, 1998, Nov Average, Saudi Arabia, SAU
1.93536, 1998, Dec Average, Saudi Arabia, SAU
14.6235, 1999, Jan Average, Saudi Arabia, SAU
7.43843, 1999, Feb Average, Saudi Arabia, SAU
10.2463, 1999, Mar Average, Saudi Arabia, SAU
6.87088, 1999, Apr Average, Saudi Arabia, SAU
3.66289, 1999, May Average, Saudi Arabia, SAU
1.70399, 1999, Jun Average, Saudi Arabia, SAU
2.95767, 1999, Jul Average, Saudi Arabia, SAU
2.6147, 1999, Aug Average, Saudi Arabia, SAU
0.91444, 1999, Sep Average, Saudi Arabia, SAU
1.08706, 1999, Oct Average, Saudi Arabia, SAU
2.28509, 1999, Nov Average, Saudi Arabia, SAU
7.29073, 1999, Dec Average, Saudi Arabia, SAU
6.1487, 2000, Jan Average, Saudi Arabia, SAU
1.76752, 2000, Feb Average, Saudi Arabia, SAU
3.25205, 2000, Mar Average, Saudi Arabia, SAU
4.58778, 2000, Apr Average, Saudi Arabia, SAU
3.90401, 2000, May Average, Saudi Arabia, SAU
1.90881, 2000, Jun Average, Saudi Arabia, SAU
2.93532, 2000, Jul Average, Saudi Arabia, SAU
2.481, 2000, Aug Average, Saudi Arabia, SAU
1.04964, 2000, Sep Average, Saudi Arabia, SAU
5.78232, 2000, Oct Average, Saudi Arabia, SAU
25.7018, 2000, Nov Average, Saudi Arabia, SAU
5.06634, 2000, Dec Average, Saudi Arabia, SAU
5.0495, 2001, Jan Average, Saudi Arabia, SAU
3.34873, 2001, Feb Average, Saudi Arabia, SAU
8.39784, 2001, Mar Average, Saudi Arabia, SAU
10.773, 2001, Apr Average, Saudi Arabia, SAU
4.58725, 2001, May Average, Saudi Arabia, SAU
1.88868, 2001, Jun Average, Saudi Arabia, SAU
3.3263, 2001, Jul Average, Saudi Arabia, SAU
2.83119, 2001, Aug Average, Saudi Arabia, SAU
0.98407, 2001, Sep Average, Saudi Arabia, SAU
0.91756, 2001, Oct Average, Saudi Arabia, SAU
3.78873, 2001, Nov Average, Saudi Arabia, SAU
10.852, 2001, Dec Average, Saudi Arabia, SAU
5.52177, 2002, Jan Average, Saudi Arabia, SAU
3.45516, 2002, Feb Average, Saudi Arabia, SAU
17.8221, 2002, Mar Average, Saudi Arabia, SAU
26.4999, 2002, Apr Average, Saudi Arabia, SAU
3.69548, 2002, May Average, Saudi Arabia, SAU
1.87154, 2002, Jun Average, Saudi Arabia, SAU
3.13278, 2002, Jul Average, Saudi Arabia, SAU
2.61564, 2002, Aug Average, Saudi Arabia, SAU
0.95447, 2002, Sep Average, Saudi Arabia, SAU
1.41142, 2002, Oct Average, Saudi Arabia, SAU
9.46742, 2002, Nov Average, Saudi Arabia, SAU
4.71, 2002, Dec Average, Saudi Arabia, SAU
4.8646, 2003, Jan Average, Saudi Arabia, SAU
4.04425, 2003, Feb Average, Saudi Arabia, SAU
6.92402, 2003, Mar Average, Saudi Arabia, SAU
12.0761, 2003, Apr Average, Saudi Arabia, SAU
4.15995, 2003, May Average, Saudi Arabia, SAU
2.00381, 2003, Jun Average, Saudi Arabia, SAU
3.66201, 2003, Jul Average, Saudi Arabia, SAU
3.78644, 2003, Aug Average, Saudi Arabia, SAU
1.07836, 2003, Sep Average, Saudi Arabia, SAU
0.87057, 2003, Oct Average, Saudi Arabia, SAU
7.38224, 2003, Nov Average, Saudi Arabia, SAU
7.55735, 2003, Dec Average, Saudi Arabia, SAU
14.499, 2004, Jan Average, Saudi Arabia, SAU
2.35512, 2004, Feb Average, Saudi Arabia, SAU
3.3013, 2004, Mar Average, Saudi Arabia, SAU
11.7223, 2004, Apr Average, Saudi Arabia, SAU
8.59015, 2004, May Average, Saudi Arabia, SAU
1.84944, 2004, Jun Average, Saudi Arabia, SAU
3.7824, 2004, Jul Average, Saudi Arabia, SAU
2.83841, 2004, Aug Average, Saudi Arabia, SAU
1.19262, 2004, Sep Average, Saudi Arabia, SAU
0.97885, 2004, Oct Average, Saudi Arabia, SAU
5.17792, 2004, Nov Average, Saudi Arabia, SAU
9.62723, 2004, Dec Average, Saudi Arabia, SAU
6.30616, 2005, Jan Average, Saudi Arabia, SAU
10.9747, 2005, Feb Average, Saudi Arabia, SAU
7.77058, 2005, Mar Average, Saudi Arabia, SAU
14.7411, 2005, Apr Average, Saudi Arabia, SAU
3.93914, 2005, May Average, Saudi Arabia, SAU
2.0061, 2005, Jun Average, Saudi Arabia, SAU
4.02696, 2005, Jul Average, Saudi Arabia, SAU
2.4177, 2005, Aug Average, Saudi Arabia, SAU
0.96135, 2005, Sep Average, Saudi Arabia, SAU
0.91386, 2005, Oct Average, Saudi Arabia, SAU
4.68123, 2005, Nov Average, Saudi Arabia, SAU
3.59995, 2005, Dec Average, Saudi Arabia, SAU
3.46417, 2006, Jan Average, Saudi Arabia, SAU
8.1423, 2006, Feb Average, Saudi Arabia, SAU
3.54544, 2006, Mar Average, Saudi Arabia, SAU
12.6222, 2006, Apr Average, Saudi Arabia, SAU
11.4928, 2006, May Average, Saudi Arabia, SAU
1.7348, 2006, Jun Average, Saudi Arabia, SAU
3.75456, 2006, Jul Average, Saudi Arabia, SAU
2.79972, 2006, Aug Average, Saudi Arabia, SAU
0.962, 2006, Sep Average, Saudi Arabia, SAU
2.6159, 2006, Oct Average, Saudi Arabia, SAU
8.21715, 2006, Nov Average, Saudi Arabia, SAU
6.88031, 2006, Dec Average, Saudi Arabia, SAU
6.66935, 2007, Jan Average, Saudi Arabia, SAU
9.96511, 2007, Feb Average, Saudi Arabia, SAU
12.3363, 2007, Mar Average, Saudi Arabia, SAU
16.6262, 2007, Apr Average, Saudi Arabia, SAU
11.4752, 2007, May Average, Saudi Arabia, SAU
3.60042, 2007, Jun Average, Saudi Arabia, SAU
3.73886, 2007, Jul Average, Saudi Arabia, SAU
3.06048, 2007, Aug Average, Saudi Arabia, SAU
0.95447, 2007, Sep Average, Saudi Arabia, SAU
1.32646, 2007, Oct Average, Saudi Arabia, SAU
2.97606, 2007, Nov Average, Saudi Arabia, SAU
2.61275, 2007, Dec Average, Saudi Arabia, SAU
8.16332, 2008, Jan Average, Saudi Arabia, SAU
2.2668, 2008, Feb Average, Saudi Arabia, SAU
4.59223, 2008, Mar Average, Saudi Arabia, SAU
6.82402, 2008, Apr Average, Saudi Arabia, SAU
4.07862, 2008, May Average, Saudi Arabia, SAU
1.70009, 2008, Jun Average, Saudi Arabia, SAU
3.39267, 2008, Jul Average, Saudi Arabia, SAU
2.4251, 2008, Aug Average, Saudi Arabia, SAU
0.99854, 2008, Sep Average, Saudi Arabia, SAU
1.31746, 2008, Oct Average, Saudi Arabia, SAU
15.4875, 2008, Nov Average, Saudi Arabia, SAU
2.26762, 2008, Dec Average, Saudi Arabia, SAU
2.05412, 2009, Jan Average, Saudi Arabia, SAU
3.9959, 2009, Feb Average, Saudi Arabia, SAU
5.95691, 2009, Mar Average, Saudi Arabia, SAU
11.0969, 2009, Apr Average, Saudi Arabia, SAU
5.5406, 2009, May Average, Saudi Arabia, SAU
1.76252, 2009, Jun Average, Saudi Arabia, SAU
3.15589, 2009, Jul Average, Saudi Arabia, SAU
2.48168, 2009, Aug Average, Saudi Arabia, SAU
0.94464, 2009, Sep Average, Saudi Arabia, SAU
1.01146, 2009, Oct Average, Saudi Arabia, SAU
4.93708, 2009, Nov Average, Saudi Arabia, SAU
9.14557, 2009, Dec Average, Saudi Arabia, SAU
4.59914, 2010, Jan Average, Saudi Arabia, SAU
3.67677, 2010, Feb Average, Saudi Arabia, SAU
8.48688, 2010, Mar Average, Saudi Arabia, SAU
10.3543, 2010, Apr Average, Saudi Arabia, SAU
10.9176, 2010, May Average, Saudi Arabia, SAU
1.77517, 2010, Jun Average, Saudi Arabia, SAU
3.75463, 2010, Jul Average, Saudi Arabia, SAU
3.69699, 2010, Aug Average, Saudi Arabia, SAU
0.9906, 2010, Sep Average, Saudi Arabia, SAU
0.87728, 2010, Oct Average, Saudi Arabia, SAU
3.07181, 2010, Nov Average, Saudi Arabia, SAU
5.8353, 2010, Dec Average, Saudi Arabia, SAU
5.70521, 2011, Jan Average, Saudi Arabia, SAU
2.66098, 2011, Feb Average, Saudi Arabia, SAU
9.45051, 2011, Mar Average, Saudi Arabia, SAU
14.9116, 2011, Apr Average, Saudi Arabia, SAU
4.31721, 2011, May Average, Saudi Arabia, SAU
1.79983, 2011, Jun Average, Saudi Arabia, SAU
3.98179, 2011, Jul Average, Saudi Arabia, SAU
2.75557, 2011, Aug Average, Saudi Arabia, SAU
1.04292, 2011, Sep Average, Saudi Arabia, SAU
1.9402, 2011, Oct Average, Saudi Arabia, SAU
6.86665, 2011, Nov Average, Saudi Arabia, SAU
4.17361, 2011, Dec Average, Saudi Arabia, SAU
4.34162, 2012, Jan Average, Saudi Arabia, SAU
3.33437, 2012, Feb Average, Saudi Arabia, SAU
8.10055, 2012, Mar Average, Saudi Arabia, SAU
17.9243, 2012, Apr Average, Saudi Arabia, SAU
6.71734, 2012, May Average, Saudi Arabia, SAU
1.82358, 2012, Jun Average, Saudi Arabia, SAU
3.10116, 2012, Jul Average, Saudi Arabia, SAU
2.47015, 2012, Aug Average, Saudi Arabia, SAU
1.16661, 2012, Sep Average, Saudi Arabia, SAU
2.53325, 2012, Oct Average, Saudi Arabia, SAU
8.55072, 2012, Nov Average, Saudi Arabia, SAU
7.44665, 2012, Dec Average, Saudi Arabia, SAU
5.72709, 2013, Jan Average, Saudi Arabia, SAU
3.19937, 2013, Feb Average, Saudi Arabia, SAU
6.83386, 2013, Mar Average, Saudi Arabia, SAU
14.7498, 2013, Apr Average, Saudi Arabia, SAU
6.46027, 2013, May Average, Saudi Arabia, SAU
2.24756, 2013, Jun Average, Saudi Arabia, SAU
3.79739, 2013, Jul Average, Saudi Arabia, SAU
4.53796, 2013, Aug Average, Saudi Arabia, SAU
1.00933, 2013, Sep Average, Saudi Arabia, SAU
4.83663, 2013, Oct Average, Saudi Arabia, SAU
6.2423, 2013, Nov Average, Saudi Arabia, SAU
9.21648, 2013, Dec Average, Saudi Arabia, SAU
9.13038, 2014, Jan Average, Saudi Arabia, SAU
3.9663, 2014, Feb Average, Saudi Arabia, SAU
8.81257, 2014, Mar Average, Saudi Arabia, SAU
14.8395, 2014, Apr Average, Saudi Arabia, SAU
11.1457, 2014, May Average, Saudi Arabia, SAU
1.91062, 2014, Jun Average, Saudi Arabia, SAU
3.68679, 2014, Jul Average, Saudi Arabia, SAU
2.75902, 2014, Aug Average, Saudi Arabia, SAU
0.97552, 2014, Sep Average, Saudi Arabia, SAU
1.35128, 2014, Oct Average, Saudi Arabia, SAU
9.22509, 2014, Nov Average, Saudi Arabia, SAU
3.92153, 2014, Dec Average, Saudi Arabia, SAU
3.12576, 2015, Jan Average, Saudi Arabia, SAU
3.53304, 2015, Feb Average, Saudi Arabia, SAU
8.05841, 2015, Mar Average, Saudi Arabia, SAU
8.93893, 2015, Apr Average, Saudi Arabia, SAU
4.65543, 2015, May Average, Saudi Arabia, SAU
2.14592, 2015, Jun Average, Saudi Arabia, SAU
2.9268, 2015, Jul Average, Saudi Arabia, SAU
3.53861, 2015, Aug Average, Saudi Arabia, SAU
1.13447, 2015, Sep Average, Saudi Arabia, SAU
2.91184, 2015, Oct Average, Saudi Arabia, SAU
7.30078, 2015, Nov Average, Saudi Arabia, SAU
9.31809, 2015, Dec Average, Saudi Arabia, SAU
2.99716, 2016, Jan Average, Saudi Arabia, SAU
3.75712, 2016, Feb Average, Saudi Arabia, SAU
10.7099, 2016, Mar Average, Saudi Arabia, SAU
21.8657, 2016, Apr Average, Saudi Arabia, SAU
5.06995, 2016, May Average, Saudi Arabia, SAU
1.98937, 2016, Jun Average, Saudi Arabia, SAU
3.36819, 2016, Jul Average, Saudi Arabia, SAU
2.66272, 2016, Aug Average, Saudi Arabia, SAU
1.07568, 2016, Sep Average, Saudi Arabia, SAU
2.46876, 2016, Oct Average, Saudi Arabia, SAU
3.58433, 2016, Nov Average, Saudi Arabia, SAU
5.13354, 2016, Dec Average, Saudi Arabia, SAU
0.27887, 1991, Jan Average, Senegal, SEN
0.0067, 1991, Feb Average, Senegal, SEN
0.00353, 1991, Mar Average, Senegal, SEN
0.49112, 1991, Apr Average, Senegal, SEN
8.78124, 1991, May Average, Senegal, SEN
40.4014, 1991, Jun Average, Senegal, SEN
144.399, 1991, Jul Average, Senegal, SEN
163.246, 1991, Aug Average, Senegal, SEN
158.425, 1991, Sep Average, Senegal, SEN
78.0504, 1991, Oct Average, Senegal, SEN
0.15223, 1991, Nov Average, Senegal, SEN
0.07411, 1991, Dec Average, Senegal, SEN
0.40036, 1992, Jan Average, Senegal, SEN
2.28652, 1992, Feb Average, Senegal, SEN
0.2525, 1992, Mar Average, Senegal, SEN
0.70865, 1992, Apr Average, Senegal, SEN
21.6004, 1992, May Average, Senegal, SEN
64.2099, 1992, Jun Average, Senegal, SEN
128.473, 1992, Jul Average, Senegal, SEN
198.808, 1992, Aug Average, Senegal, SEN
148.284, 1992, Sep Average, Senegal, SEN
42.098, 1992, Oct Average, Senegal, SEN
1.19564, 1992, Nov Average, Senegal, SEN
0.08544, 1992, Dec Average, Senegal, SEN
0.35828, 1993, Jan Average, Senegal, SEN
0.85692, 1993, Feb Average, Senegal, SEN
0.03017, 1993, Mar Average, Senegal, SEN
2.86514, 1993, Apr Average, Senegal, SEN
4.41617, 1993, May Average, Senegal, SEN
53.6032, 1993, Jun Average, Senegal, SEN
160.88, 1993, Jul Average, Senegal, SEN
204.498, 1993, Aug Average, Senegal, SEN
167.395, 1993, Sep Average, Senegal, SEN
38.2063, 1993, Oct Average, Senegal, SEN
4.06514, 1993, Nov Average, Senegal, SEN
